firstName,lastName,teamName,source,GP,MIN_avg,PTS_avg,REB_avg,AST_avg,STL_avg,BLK_avg,TO_avg,FG2_pct,FG3_pct,FT_pct,EVAL_avg
Nadir,Hifi,Paris,LNB,29.0,22.92,18.17,2.69,2.59,0.79,0.14,1.69,0.49670000000000003,0.3909,0.8731,14.83
Xavier,Castaneda,Bourg-en-Bresse,LNB,19.0,26.0,17.11,2.21,3.53,0.84,0.0,2.26,0.43,0.44439999999999996,0.7829,14.05
T.J.,Shorts,Paris,LNB,25.0,23.67,16.88,2.0,7.92,1.0,0.12,1.76,0.5913,0.39390000000000003,0.8305,20.36
Glynn,Watson Jr,Gravelines-Dunkerque,LNB,30.0,31.34,16.27,3.97,4.03,1.0,0.07,2.2,0.5109,0.375,0.8598,15.9
Théo,Maledon,Lyon-Villeurbanne,LNB,29.0,25.25,16.24,4.0,4.55,0.59,0.17,2.14,0.517,0.44439999999999996,0.8531,17.66
Trevor,Hudgins,Le Mans,LNB,27.0,25.25,16.04,1.81,2.85,0.56,0.04,1.04,0.5227,0.43479999999999996,0.9726,14.3
Nicolas,Lang,Limoges,LNB,30.0,31.8,16.0,2.5,3.53,0.37,0.03,1.3,0.48979999999999996,0.4355,0.8774,14.7
Shevon,Thompson,Nancy,LNB,30.0,28.18,15.23,7.3,0.83,0.67,0.8,2.07,0.6667000000000001,0.5,0.7845,18.83
Jeremiah,Hill,Chalon/Saône,LNB,30.0,28.75,15.17,3.6,5.93,1.37,0.1,2.2,0.5525,0.3533,0.8387,17.17
Jerome,Robinson,Saint-Quentin,LNB,30.0,25.4,15.13,3.13,2.27,0.87,0.27,2.47,0.4867,0.3785,0.856,12.37
Chris,Clemons,Nancy,LNB,27.0,28.79,14.89,2.59,3.89,1.26,0.04,2.52,0.4046,0.36,0.8602,12.04
Jordan,Usher,Bourg-en-Bresse,LNB,30.0,25.34,14.8,2.9,2.13,0.97,0.2,1.3,0.6243,0.38789999999999997,0.7623000000000001,14.2
Chris,Babb,Gravelines-Dunkerque,LNB,26.0,29.33,14.77,2.46,3.08,0.42,0.0,1.12,0.4375,0.3883,0.879,13.23
Gregor,Hrovat,Dijon,LNB,23.0,26.91,14.48,3.13,3.57,1.3,0.13,2.04,0.6203,0.39289999999999997,0.8956999999999999,15.78
Mike,James,Monaco,LNB,18.0,23.33,14.0,2.17,4.22,1.06,0.11,1.44,0.3871,0.40630000000000005,0.875,13.28
David,Holston,Dijon,LNB,18.0,26.09,13.72,1.72,5.94,1.17,0.06,2.39,0.5763,0.379,0.9048,14.33
Dominic,Artis,Strasbourg,LNB,29.0,28.8,13.48,2.69,3.48,1.28,0.34,2.03,0.5464,0.27449999999999997,0.7831,11.93
Ahmad,Caver,Nanterre,LNB,20.0,29.02,12.9,2.3,3.5,1.5,0.15,1.55,0.5041,0.375,0.8462000000000001,13.05
Dusan,Ristic,Chalon/Saône,LNB,30.0,24.02,12.87,6.57,1.27,0.4,0.2,1.4,0.6012,0.5,0.6324000000000001,15.27
Desi,Rodriguez,Nanterre,LNB,29.0,27.71,12.72,3.48,3.55,1.59,0.31,2.0,0.5794,0.2747,0.6053000000000001,13.24
Joffrey,Lauvergne,Lyon-Villeurbanne,LNB,21.0,18.5,12.62,4.05,1.14,0.19,0.05,1.29,0.6940000000000001,0.3333,0.7349,13.19
Tray,Buchanan,Le Mans,LNB,29.0,22.94,12.59,1.62,1.72,0.9,0.07,1.28,0.5,0.3741,0.8161,9.69
Justin,Tillman,Nanterre,LNB,28.0,21.55,12.57,4.86,0.43,0.39,0.21,1.11,0.5329999999999999,0.3175,0.8197,11.64
Tyson,Ward,Paris,LNB,27.0,22.09,12.56,4.3,1.41,0.85,0.41,1.22,0.5444,0.3961,0.716,12.48
Jordan,Loyd,Monaco,LNB,19.0,21.74,12.26,2.58,2.37,0.95,0.05,1.05,0.551,0.46880000000000005,0.9362,13.16
Benjamin,Sene,Nanterre,LNB,29.0,26.77,12.17,2.1,4.0,1.03,0.03,1.62,0.5256000000000001,0.42369999999999997,0.907,12.69
Jack,Nunge,Le Portel,LNB,29.0,26.62,12.1,6.62,1.93,0.72,1.07,1.28,0.6522,0.3243,0.8312999999999999,17.03
Paris,Lee,Lyon-Villeurbanne,LNB,25.0,23.6,12.0,1.52,3.6,0.92,0.0,1.04,0.5077,0.4214,0.8769,12.16
DeAndre,Gholston,Le Portel,LNB,30.0,25.76,12.0,2.6,1.53,0.87,0.13,2.13,0.4457,0.3386,0.8151999999999999,8.4
Clément,Frisch,Nancy,LNB,30.0,26.73,11.67,5.03,2.1,1.37,0.87,1.1,0.5185,0.4322,0.6042000000000001,14.47
Gerald,Ayayi,Cholet,LNB,30.0,22.74,11.6,3.63,2.63,0.77,0.1,2.7,0.5576,0.35710000000000003,0.8409,11.33
Nolan,Traore,Saint-Quentin,LNB,30.0,22.59,11.6,1.73,5.1,0.67,0.07,2.5,0.45159999999999995,0.304,0.7097,9.47
Jubrile,Belo,La Rochelle,LNB,30.0,26.71,11.47,5.03,0.63,0.67,0.77,1.73,0.5297,0.3,0.8231,12.57
Ivan,Fevrier,Le Portel,LNB,27.0,27.35,11.44,3.7,1.78,0.67,0.04,1.93,0.4803,0.35479999999999995,0.7111,9.59
Alpha,Diallo,Monaco,LNB,21.0,22.96,11.43,3.71,1.62,0.67,0.38,1.43,0.6381,0.3636,0.6053000000000001,11.48
Zeljko,Sakic,Chalon/Saône,LNB,27.0,25.31,11.37,4.04,2.48,0.37,0.04,1.89,0.5508,0.4167,0.7807999999999999,11.78
Digué,Diawara,Le Portel,LNB,30.0,27.88,11.37,4.73,1.13,1.0,0.67,1.57,0.5097,0.3564,0.7895,11.97
Stefan,Smith,Cholet,LNB,30.0,18.61,11.3,2.43,2.33,0.77,0.07,1.5,0.5042,0.3043,0.8636,10.17
Christian,Sengfelder,Dijon,LNB,30.0,22.97,11.3,4.17,0.93,0.3,0.1,1.07,0.5801,0.40299999999999997,0.8421,11.57
Bastien,Vautier,Cholet,LNB,24.0,21.3,11.25,4.92,2.38,0.54,0.29,1.75,0.6446,0.0,0.6829000000000001,14.04
Tajuan,Agee,Gravelines-Dunkerque,LNB,29.0,24.91,11.17,5.45,2.07,1.1,0.45,2.28,0.49729999999999996,0.2593,0.7075,11.59
Matthew,Strazel,Monaco,LNB,29.0,24.89,11.07,2.17,4.72,0.9,0.0,2.1,0.4742,0.41479999999999995,0.7439,11.55
Trevon,Bluiett,Limoges,LNB,29.0,28.19,11.07,3.1,2.34,0.55,0.07,1.17,0.4368,0.4354,0.7570999999999999,10.83
Kristers,Zoriks,Le Portel,LNB,30.0,27.62,11.07,1.93,3.53,0.57,0.07,1.9,0.5428999999999999,0.3381,0.8652,10.2
Caleb,Walker,Nancy,LNB,28.0,25.73,10.96,2.89,2.82,1.0,0.04,1.79,0.6591,0.32,0.61,11.11
Zac,Cuthbertson,Chalon/Saône,LNB,29.0,29.61,10.76,4.66,2.03,1.14,0.48,1.24,0.6134000000000001,0.39130000000000004,0.6693000000000001,13.34
Collin,Malcolm,Paris,LNB,24.0,19.67,10.63,3.38,1.17,0.38,0.13,0.71,0.6265,0.3776,0.7143,10.46
Markis,McDuffie,Dijon,LNB,29.0,25.63,10.52,3.62,1.41,0.55,0.17,0.76,0.48210000000000003,0.3333,0.8652,10.59
Noah,Penda,Le Mans,LNB,30.0,27.23,10.47,5.33,2.8,1.37,0.93,1.67,0.5318999999999999,0.3125,0.6916,13.73
TaShawn,Thomas,Le Mans,LNB,27.0,23.71,10.44,4.67,1.93,0.56,0.52,1.56,0.6626000000000001,0.2632,0.75,13.37
Dominik,Olejniczak,Saint-Quentin,LNB,29.0,22.47,10.38,7.34,0.79,0.45,0.79,1.55,0.5905,,0.7794,14.72
David,DiLeo,Le Mans,LNB,30.0,25.9,10.33,3.67,1.43,0.9,0.07,0.67,0.5217,0.4,0.8679000000000001,11.2
Brandon,Paul,Chalon/Saône,LNB,22.0,19.2,10.27,2.05,1.14,0.82,0.09,0.73,0.5556,0.3898,0.8,9.09
Lionel,Gaudoux,Chalon/Saône,LNB,28.0,23.53,10.25,5.0,1.57,0.71,0.5,1.96,0.6537999999999999,0.4,0.5513,12.46
Mouhammadou,Jaiteh,Monaco,LNB,22.0,17.62,10.23,5.5,0.91,0.95,0.5,1.5,0.6744,,0.622,13.27
Enzo,Goudou-Sinha,Saint-Quentin,LNB,19.0,20.8,10.21,1.74,3.0,0.79,0.0,1.63,0.5227,0.3846,0.9031999999999999,9.47
Souley,Boum,Limoges,LNB,21.0,20.51,10.05,2.05,2.48,0.52,0.0,1.29,0.5333,0.34149999999999997,0.8611,9.0
Elie,Okobo,Monaco,LNB,21.0,22.96,9.86,2.33,4.81,0.48,0.43,2.05,0.5049,0.22579999999999997,0.8714,10.71
Andre,Roberson,Lyon-Villeurbanne,LNB,28.0,23.91,9.82,6.29,2.0,1.07,1.0,1.96,0.6667000000000001,0.3521,0.6349,14.32
Maksim,Salash,Bourg-en-Bresse,LNB,28.0,21.16,9.75,3.86,0.96,0.89,0.46,1.14,0.5364,0.3,0.7953,10.54
Jamel,Morris,Chalon/Saône,LNB,16.0,22.61,9.44,1.75,1.81,0.38,0.06,1.63,0.4203,0.3676,0.6923,6.12
Adrian,Nelson,Bourg-en-Bresse,LNB,30.0,21.51,9.4,4.7,0.93,0.77,0.27,0.63,0.5307999999999999,0.35,0.7646999999999999,10.83
Nando,De Colo,Lyon-Villeurbanne,LNB,27.0,18.75,9.33,1.44,4.33,0.78,0.04,1.93,0.5294,0.3871,0.9473999999999999,10.56
Filip,Kruslin,Strasbourg,LNB,27.0,24.95,9.33,2.89,2.93,0.63,0.07,1.96,0.4,0.43310000000000004,0.8112999999999999,9.63
Milan,Barbitch,Nanterre,LNB,28.0,19.98,9.29,2.64,3.18,0.79,0.04,1.61,0.4667,0.375,0.8181999999999999,10.07
Alexandre,Chassang,Limoges,LNB,23.0,24.14,9.26,4.96,2.65,0.65,0.39,1.57,0.5615,0.2708,0.6364,11.65
Roko,Prkacin,Nanterre,LNB,26.0,19.35,9.23,4.0,1.5,1.04,0.23,1.35,0.6584,0.0,0.6222,11.85
Joël,Ayayi,Bourg-en-Bresse,LNB,30.0,21.41,9.2,4.87,3.57,1.27,0.1,2.07,0.5912,0.4138,0.8077,13.6
Mohamed,Diarra,Limoges,LNB,30.0,20.34,9.13,6.27,1.83,0.67,1.03,1.57,0.5512,0.3049,0.5842,12.17
Brice,Dessert,Strasbourg,LNB,26.0,17.82,9.04,5.0,0.46,0.15,1.0,1.58,0.6879000000000001,,0.519,10.88
Cleveland,Melvin,Cholet,LNB,30.0,22.95,8.97,3.37,0.87,0.37,0.4,0.57,0.6,0.36840000000000006,0.3846,8.87
Isaiah,Washington,Nancy,LNB,28.0,19.37,8.93,2.04,2.96,0.46,0.11,1.64,0.5521,0.33020000000000005,0.8478,8.54
Ryan,Hawkins,La Rochelle,LNB,30.0,22.61,8.9,2.83,1.47,0.97,0.23,1.0,0.5942000000000001,0.3724,0.6389,9.0
Vitalis,Chikoko,Strasbourg,LNB,25.0,19.23,8.88,4.68,1.36,0.36,1.0,2.16,0.6769,0.0,0.7077,11.64
T.J.,Campbell,Cholet,LNB,27.0,21.52,8.78,1.52,4.3,0.56,0.0,1.48,0.519,0.37799999999999995,0.9254000000000001,10.19
Joshiko,Saibou,La Rochelle,LNB,20.0,18.04,8.75,1.9,1.55,0.6,0.15,1.4,0.475,0.3014,0.7674,6.4
Giovan,Oniangue,Saint-Quentin,LNB,29.0,26.08,8.72,2.38,1.07,0.83,0.14,1.0,0.5,0.35960000000000003,0.7419,7.28
Chris-Ebou,Ndow,Cholet,LNB,23.0,22.48,8.57,5.39,0.78,1.04,0.13,0.87,0.7027,0.3182,0.6818000000000001,11.52
Wilfried,Yeguete,Le Mans,LNB,30.0,22.63,8.47,6.93,2.4,1.2,0.03,1.67,0.5204,0.2,0.5402,12.77
Aaron,Wheeler,Cholet,LNB,24.0,18.45,8.42,3.42,0.92,0.33,0.38,1.42,0.6714,0.3824,0.6522,8.67
Clifton,Moore,La Rochelle,LNB,27.0,18.73,8.41,3.26,0.48,0.15,0.52,0.93,0.6875,0.35,0.6818000000000001,9.41
Hunter,Cattoor,Gravelines-Dunkerque,LNB,24.0,23.18,8.38,1.38,1.08,0.5,0.04,1.0,0.46149999999999997,0.36719999999999997,0.9473999999999999,6.33
Jamuni,McNeace,Cholet,LNB,24.0,17.41,8.33,4.21,0.67,0.88,0.63,0.96,0.6923,0.0,0.4545,11.04
Hugo,Benitez,Bourg-en-Bresse,LNB,28.0,21.57,8.21,2.21,5.04,1.14,0.07,1.43,0.5573,0.3333,0.9091,11.79
Maodo,Lô,Paris,LNB,21.0,17.04,8.14,1.24,2.95,0.67,0.0,1.62,0.5313,0.3718,0.9412,7.57
Vitto,Brown,Monaco,LNB,19.0,16.24,8.11,2.79,0.68,0.21,0.32,0.74,0.5435,0.5091,0.8695999999999999,8.68
Giorgi,Bezhanishvili,Gravelines-Dunkerque,LNB,19.0,20.67,8.11,3.89,0.89,0.53,0.21,1.42,0.6122,0.25,0.5952000000000001,8.84
Leopold,Delaunay,Le Mans,LNB,29.0,20.47,8.1,4.83,3.28,0.66,0.0,1.59,0.5041,0.3333,0.8571,11.45
Noah,Kirkwood,Saint-Quentin,LNB,23.0,20.94,8.04,3.35,2.96,0.96,0.26,1.91,0.5,0.3671,0.6087,9.26
Ilias,Kamardine,Dijon,LNB,29.0,17.99,7.97,1.62,1.9,0.69,0.24,0.83,0.4512,0.3846,0.8222,7.55
Matheo,Leray,La Rochelle,LNB,27.0,27.36,7.93,3.44,6.41,1.59,0.11,3.11,0.4578,0.3017,0.6346,11.0
Kenny,Baptiste,Limoges,LNB,28.0,24.75,7.82,4.29,1.57,0.89,0.5,1.14,0.5278,0.275,0.6667000000000001,9.86
Jakub,Niziol,La Rochelle,LNB,21.0,20.04,7.67,2.52,1.9,0.43,0.1,1.24,0.5714,0.2857,0.6596,6.86
Antony,Labanca,Nancy,LNB,28.0,22.96,7.64,1.07,2.64,0.36,0.04,1.29,0.5306000000000001,0.4017,0.8077,6.96
Michael,Stockton,Chalon/Saône,LNB,23.0,24.34,7.61,3.04,5.48,1.3,0.0,2.13,0.46840000000000004,0.3538,0.7442,11.17
Neal,Sako,Lyon-Villeurbanne,LNB,28.0,22.11,7.61,6.11,0.68,0.57,0.68,1.07,0.6423000000000001,,0.4625,11.29
Gavin,Ware,Dijon,LNB,29.0,15.3,7.45,3.34,0.9,0.28,0.21,0.9,0.6327,0.125,0.9,9.07
Williams,Narace,Le Mans,LNB,28.0,19.3,7.43,3.39,0.68,0.5,0.43,1.46,0.5508,0.19399999999999998,0.5065,5.79
Brandon,Jefferson,Bourg-en-Bresse,LNB,17.0,21.48,7.41,0.88,3.0,0.71,0.0,0.76,0.4643,0.3418,0.9048,7.18
Jean-Marc,Pansa,Bourg-en-Bresse,LNB,29.0,16.39,7.38,4.21,0.41,0.38,0.86,1.07,0.5674,1.0,0.6456000000000001,9.1
Melvin,Ajinca,Lyon-Villeurbanne,LNB,23.0,18.75,7.35,1.74,0.65,0.52,0.09,0.65,0.44189999999999996,0.3514,1.0,5.52
Kevin,Kokila,Bourg-en-Bresse,LNB,30.0,19.31,7.33,4.17,0.77,0.53,0.73,1.1,0.5748,0.0,0.7326999999999999,9.7
Axel,Julien,Dijon,LNB,28.0,24.5,7.32,2.36,6.14,0.86,0.07,1.75,0.5902000000000001,0.2688,0.8656999999999999,11.36
Phil,Booth,Dijon,LNB,22.0,19.83,7.14,2.55,1.91,0.5,0.05,1.36,0.5217,0.36729999999999996,0.7381,7.36
Mikael,Jantunen,Paris,LNB,22.0,19.47,7.14,3.77,0.95,0.45,0.14,0.68,0.6552,0.5,0.9444,9.73
Jaron,Blossomgame,Monaco,LNB,29.0,18.87,7.14,2.69,0.52,0.31,0.28,0.55,0.6489,0.3175,0.5814,7.14
Kevarrius,Hayes,Paris,LNB,24.0,19.43,7.08,4.75,0.58,0.79,0.79,1.42,0.7912,,0.7429000000000001,11.42
Thomas,Cornely,Gravelines-Dunkerque,LNB,26.0,18.3,6.96,2.58,2.27,1.04,0.04,1.08,0.4828,0.425,0.807,8.77
Petr,Cornelie,Monaco,LNB,25.0,17.27,6.96,4.44,0.88,0.36,0.52,0.84,0.7,0.3171,0.8043,10.0
Jeff,Roberson,Strasbourg,LNB,30.0,18.92,6.93,2.9,1.23,0.37,0.17,1.27,0.5938,0.3065,0.8222,7.33
Valentin,Chery,Gravelines-Dunkerque,LNB,29.0,20.16,6.93,4.59,1.38,0.55,0.24,0.86,0.5588000000000001,0.0,0.5568,9.34
Zacharie,Perrin,Nancy,LNB,29.0,18.98,6.83,4.34,1.45,0.14,0.24,1.1,0.6667000000000001,0.125,0.4054,8.07
Paul,Lacombe,Nanterre,LNB,29.0,26.36,6.83,4.31,2.9,1.07,0.24,1.83,0.5556,0.2206,0.7173999999999999,9.59
Sebastian,Herrera,Paris,LNB,21.0,18.14,6.76,1.38,1.14,0.57,0.1,0.81,0.44439999999999996,0.3711,0.9,5.67
Hugo,Invernizzi,Strasbourg,LNB,27.0,24.81,6.7,4.44,1.96,0.63,0.19,0.96,0.5385,0.34909999999999997,0.7568,9.41
Abdoulaye,Ndoye,Le Mans,LNB,20.0,22.7,6.65,3.5,3.7,0.65,0.3,1.7,0.5,0.29410000000000003,0.7037,9.4
Edwin,Jackson,Lyon-Villeurbanne,LNB,20.0,19.02,6.65,1.85,1.0,0.3,0.1,1.05,0.44189999999999996,0.3594,0.8966,5.45
Yakuba,Ouattara,Paris,LNB,30.0,16.98,6.57,2.2,1.13,0.43,0.07,0.87,0.5366,0.3085,0.7857,5.9
Yohan,Choupas,Chalon/Saône,LNB,30.0,20.04,6.37,1.5,1.1,0.43,0.1,1.03,0.46149999999999997,0.36560000000000004,0.8913,5.4
Allan,Dokossi,Dijon,LNB,26.0,17.29,6.35,5.92,1.46,0.73,0.42,1.08,0.7444,0.1875,0.42310000000000003,11.27
Lucas,Dussoulier,Nanterre,LNB,25.0,20.26,6.28,3.16,0.84,0.68,0.24,0.36,0.6315999999999999,0.37329999999999997,0.7576,8.08
Mohammad,Amini,Nancy,LNB,30.0,16.72,6.27,2.73,1.13,0.8,0.2,0.67,0.6742,0.3125,0.5846,7.87
Khalid,Moore,Saint-Quentin,LNB,30.0,19.84,6.13,4.13,0.87,0.6,0.1,0.97,0.5217,0.3556,0.7406999999999999,7.97
Roman,Domon,Gravelines-Dunkerque,LNB,29.0,17.35,6.1,2.97,0.9,0.38,0.07,0.66,0.5571,0.2807,0.7612000000000001,6.72
Vafessa,Fofana,Gravelines-Dunkerque,LNB,30.0,24.61,6.1,4.8,1.17,0.67,0.33,1.27,0.5443,0.2747,0.6875,8.07
Mamadou,Guisse,Limoges,LNB,30.0,16.09,6.07,2.07,0.73,0.57,0.17,0.73,0.5524,0.2857,0.5915,5.67
Bandja,Sy,Paris,LNB,28.0,17.52,5.93,2.54,0.82,0.39,0.57,0.89,0.6757,0.3651,0.7705,7.0
Shaquille,Harrison,Lyon-Villeurbanne,LNB,29.0,17.87,5.93,2.38,2.31,1.07,0.1,1.38,0.5904,0.24530000000000002,0.6731,7.28
Georgios,Papagiannis,Monaco,LNB,24.0,16.3,5.79,3.58,0.58,0.21,1.42,0.92,0.6154,0.3235,0.9091,8.42
