firstName,lastName,teamName,source,GP,MIN_avg,PTS_avg,REB_avg,AST_avg,STL_avg,BLK_avg,TO_avg,FG2_pct,FG3_pct,FT_pct,EVAL_avg
MATTHEW,STRAZEL,AS Monaco,EuroLeague,41.0,20.24878048780488,8.3,1.2,2.4,0.5,0.0,1.0,0.505,0.41,0.843,8.0
FABIEN,CAUSEUR,EA7 Emporio Armani Milan,EuroLeague,22.0,21.018181818181816,8.3,2.8,1.7,1.0,0.1,0.9,0.596,0.528,0.769,9.9
PARIS,LEE,LDLC ASVEL Villeurbanne,EuroLeague,26.0,22.016666666666666,8.3,1.5,3.1,0.8,0.0,1.1,0.3,0.341,0.8420000000000001,7.0
WILLY,HERNANGOMEZ,FC Barcelona,EuroLeague,34.0,15.836764705882354,8.2,4.1,0.5,0.6,0.1,1.1,0.6409999999999999,0.0,0.6729999999999999,10.8
NICK,WEILER-BABB,FC Bayern Munich,EuroLeague,34.0,26.347549019607843,8.2,4.1,4.9,1.5,0.1,1.6,0.5670000000000001,0.435,0.727,12.9
IGNAS,BRAZDEIKIS,Zalgiris Kaunas,EuroLeague,29.0,17.655172413793103,8.2,3.2,1.4,0.3,0.1,0.9,0.522,0.24,0.8859999999999999,7.6
NIKOLA,MILUTINOV,Olympiacos Piraeus,EuroLeague,29.0,19.86264367816092,8.2,5.8,0.8,0.6,0.7,0.6,0.5820000000000001,0.0,0.8370000000000001,14.4
ALEN,SMAILAGIC,Zalgiris Kaunas,EuroLeague,29.0,15.004597701149423,8.1,2.9,0.4,0.4,0.6,0.9,0.677,0.349,0.735,7.8
ALEC,PETERS,Olympiacos Piraeus,EuroLeague,40.0,16.43208333333333,8.1,2.6,0.8,0.3,0.0,0.4,0.5529999999999999,0.523,0.938,9.0
ANTE,ZIZIC,Virtus Bologna,EuroLeague,25.0,16.474,8.0,3.8,0.3,0.3,0.6,0.8,0.642,0.0,0.644,9.5
GABRIEL,DECK,Real Madrid,EuroLeague,28.0,23.37559523809524,8.0,3.2,1.4,0.5,0.2,1.0,0.618,0.41200000000000003,0.654,8.6
IFFE,LUNDBERG,Partizan Mozzart Bet Belgrade,EuroLeague,26.0,24.91217948717949,7.9,2.2,3.0,0.9,0.0,1.1,0.349,0.34600000000000003,0.8,7.3
MATTHEW,MORGAN,Virtus Bologna,EuroLeague,34.0,18.65686274509804,7.8,1.7,2.6,0.5,0.0,1.0,0.56,0.271,0.925,7.6
DEVON,HALL,Fenerbahce Beko Istanbul,EuroLeague,32.0,23.472395833333334,7.8,2.2,3.4,0.5,0.1,1.3,0.536,0.387,0.8220000000000001,8.8
JARON,BLOSSOMGAME,AS Monaco,EuroLeague,40.0,24.065,7.7,4.1,0.5,0.4,0.2,0.4,0.613,0.312,0.638,9.1
ISAAC,BONGA,Partizan Mozzart Bet Belgrade,EuroLeague,30.0,24.98,7.7,4.5,1.1,0.7,0.5,0.7,0.49200000000000005,0.41200000000000003,0.9329999999999999,9.8
COLLIN,MALCOLM,Paris Basketball,EuroLeague,33.0,18.953535353535354,7.7,2.5,1.2,0.4,0.2,0.7,0.5529999999999999,0.327,0.7709999999999999,7.2
ARMONI,BROOKS,EA7 Emporio Armani Milan,EuroLeague,32.0,15.011979166666666,7.6,2.0,0.8,0.5,0.1,0.5,0.45799999999999996,0.413,0.966,6.1
JORDAN,NWORA,Anadolu Efes Istanbul,EuroLeague,37.0,16.82162162162162,7.6,3.3,0.8,0.5,0.2,1.3,0.508,0.345,0.865,6.8
SHAQUIELLE,MCKISSIC,Olympiacos Piraeus,EuroLeague,38.0,16.432894736842105,7.6,2.1,1.6,0.5,0.0,1.0,0.627,0.312,0.652,7.2
NENO,DIMITRIJEVIC,EA7 Emporio Armani Milan,EuroLeague,27.0,16.849382716049384,7.6,1.6,2.9,0.4,0.0,1.5,0.451,0.237,0.873,6.5
MAM,JAITEH,AS Monaco,EuroLeague,31.0,14.638709677419357,7.5,4.0,0.6,0.5,0.3,1.1,0.6559999999999999,0.0,0.632,9.0
MIKAEL,JANTUNEN,Paris Basketball,EuroLeague,38.0,25.51315789473684,7.5,4.8,1.0,0.7,0.2,0.4,0.632,0.38799999999999996,0.8240000000000001,9.5
TADAS,SEDEKERSKIS,Baskonia Vitoria-Gasteiz,EuroLeague,25.0,24.41133333333333,7.4,4.8,1.7,0.3,0.2,0.9,0.605,0.444,0.743,11.5
GEORGIOS,PAPAGIANNIS,AS Monaco,EuroLeague,29.0,16.508045977011495,7.3,3.4,0.5,0.5,1.3,0.6,0.667,0.39299999999999996,0.9,8.8
JUSTIN,ANDERSON,FC Barcelona,EuroLeague,37.0,19.57072072072072,7.1,2.8,1.4,0.7,0.3,0.5,0.626,0.413,0.8809999999999999,8.5
KAMAR,BALDWIN,Baskonia Vitoria-Gasteiz,EuroLeague,25.0,21.412,7.1,1.7,3.7,0.9,0.2,0.9,0.43,0.303,0.8,6.4
LEANDRO,BOLMARO,EA7 Emporio Armani Milan,EuroLeague,25.0,22.40266666666667,6.9,2.4,3.1,1.1,0.2,1.2,0.509,0.222,0.674,8.8
ROLANDS,SMITS,Anadolu Efes Istanbul,EuroLeague,39.0,18.14145299145299,6.8,2.5,0.9,0.3,0.1,0.9,0.677,0.386,0.818,6.7
BONZIE,COLSON,Fenerbahce Beko Istanbul,EuroLeague,39.0,18.449572649572648,6.7,3.5,0.5,0.6,0.3,0.8,0.478,0.35700000000000004,0.6579999999999999,6.8
SERGIO,LLULL,Real Madrid,EuroLeague,40.0,17.098333333333333,6.6,1.4,2.2,0.4,0.0,0.7,0.405,0.292,0.812,5.1
EDGARAS,ULANOVAS,Zalgiris Kaunas,EuroLeague,34.0,22.367156862745095,6.6,2.9,1.8,0.5,0.1,0.9,0.48100000000000004,0.39399999999999996,0.831,8.2
JOHANNES,VOIGTMANN,FC Bayern Munich,EuroLeague,36.0,23.64305555555556,6.5,4.9,2.4,0.5,0.2,1.5,0.602,0.349,0.69,9.2
ERCAN,OSMANI,Anadolu Efes Istanbul,EuroLeague,39.0,16.582905982905984,6.5,2.9,1.0,0.5,0.2,1.0,0.557,0.392,0.927,6.9
KEVARRIUS,HAYES,Paris Basketball,EuroLeague,38.0,20.226754385964917,6.5,4.6,0.5,1.0,0.8,0.9,0.619,0.0,0.7829999999999999,9.0
NIELS,GIFFEY,FC Bayern Munich,EuroLeague,25.0,18.192666666666668,6.4,1.8,0.9,0.2,0.2,0.8,0.545,0.579,0.778,5.3
DONATAS,MOTIEJUNAS,AS Monaco,EuroLeague,29.0,14.729885057471265,6.4,3.1,0.9,0.3,0.3,0.9,0.593,0.474,0.5429999999999999,7.5
YAGO,DOS SANTOS,Crvena Zvezda Meridianbet Belgrade,EuroLeague,35.0,16.244761904761905,6.3,1.6,3.3,0.5,0.0,1.2,0.381,0.391,0.815,7.5
LORENZO,BROWN,Panathinaikos AKTOR Athens,EuroLeague,38.0,14.914473684210526,6.3,2.0,2.7,0.8,0.1,1.3,0.534,0.33299999999999996,0.805,7.6
MOUHAMET,DIOUF,Virtus Bologna,EuroLeague,31.0,15.853225806451611,6.2,3.1,0.4,0.6,0.4,0.7,0.6,0.0,0.701,7.9
SERGE,IBAKA,Real Madrid,EuroLeague,29.0,12.317816091954022,6.2,3.2,0.7,0.2,0.5,1.2,0.632,0.317,0.75,6.0
MARCO,BELINELLI,Virtus Bologna,EuroLeague,30.0,13.73611111111111,6.2,0.5,0.9,0.3,0.0,0.6,0.45299999999999996,0.294,0.818,2.5
KONSTANTINOS,MITOGLOU,Panathinaikos AKTOR Athens,EuroLeague,39.0,16.146153846153847,6.0,2.9,0.6,0.5,0.1,0.6,0.5329999999999999,0.431,0.667,5.6
WENYEN,GABRIEL,Maccabi Rapyd Tel Aviv;Panathinaikos AKTOR Athens,EuroLeague,32.0,16.525520833333335,6.0,3.9,0.7,0.6,0.9,1.2,0.6409999999999999,0.0,0.41100000000000003,7.0
TOMAS,SATORANSKY,FC Barcelona,EuroLeague,39.0,23.705128205128204,5.9,3.2,5.3,0.9,0.1,1.8,0.5,0.34700000000000003,0.675,9.7
ALBERTO,ABALDE,Real Madrid,EuroLeague,39.0,18.87136752136752,5.9,2.4,1.7,0.5,0.0,0.5,0.589,0.46,0.885,6.6
ARTURS,ZAGARS,Fenerbahce Beko Istanbul,EuroLeague,22.0,14.91439393939394,5.9,1.1,2.3,0.4,0.0,1.3,0.429,0.324,0.75,5.8
DOVYDAS,GIEDRAITIS,Zalgiris Kaunas,EuroLeague,30.0,24.011666666666667,5.8,1.8,1.9,0.6,0.1,1.1,0.46799999999999997,0.391,0.7859999999999999,4.5
MOUSTAPHA,FALL,Olympiacos Piraeus,EuroLeague,35.0,17.37238095238095,5.8,2.9,1.9,0.3,0.8,0.9,0.737,0.0,0.41200000000000003,8.3
MALTE,DELOW,ALBA Berlin,EuroLeague,23.0,18.19855072463768,5.7,2.7,1.6,0.8,0.2,0.7,0.62,0.196,0.773,5.9
WILL,MCDOWELL-WHITE,ALBA Berlin,EuroLeague,22.0,19.05227272727273,5.7,1.7,3.8,0.6,0.1,1.3,0.5529999999999999,0.359,1.0,7.0
LUKA,MITROVIC,Crvena Zvezda Meridianbet Belgrade,EuroLeague,25.0,12.543333333333331,5.6,2.9,1.0,0.2,0.2,1.0,0.65,0.0,0.6729999999999999,7.4
LOUIS,OLINDE,ALBA Berlin,EuroLeague,23.0,19.06376811594203,5.6,2.8,1.1,0.3,0.5,0.8,0.672,0.196,0.75,5.1
TIM,SCHNEIDER,ALBA Berlin,EuroLeague,32.0,19.616666666666667,5.6,3.3,0.4,0.4,0.2,0.9,0.562,0.292,0.5760000000000001,4.5
SERTAC,SANLI,Fenerbahce Beko Istanbul,EuroLeague,33.0,13.07020202020202,5.5,2.4,0.7,0.4,0.5,0.6,0.618,0.361,0.78,5.3
MELVIN,AJINCA,LDLC ASVEL Villeurbanne,EuroLeague,27.0,14.42777777777778,5.4,1.2,0.3,0.1,0.0,0.6,0.5,0.42700000000000005,0.909,2.7
ALESSANDRO,PAJOLA,Virtus Bologna,EuroLeague,30.0,23.61555555555556,5.4,2.4,4.1,1.2,0.1,1.3,0.49,0.348,0.792,7.2
LAURYNAS,BIRUTIS,Zalgiris Kaunas,EuroLeague,34.0,13.02156862745098,5.3,2.7,0.4,0.1,0.5,0.7,0.635,0.0,0.596,5.4
XAVIER,RATHAN-MAYES,Real Madrid,EuroLeague,23.0,11.970289855072464,5.3,0.9,1.4,0.5,0.0,1.1,0.515,0.35700000000000004,0.632,3.9
SHAQUILLE,HARRISON,LDLC ASVEL Villeurbanne,EuroLeague,34.0,16.351470588235294,5.2,1.6,1.6,1.1,0.2,1.1,0.483,0.41700000000000004,0.5710000000000001,4.4
JOHN,DIBARTOLOMEO,Maccabi Rapyd Tel Aviv,EuroLeague,33.0,17.421212121212122,5.2,1.9,0.7,0.7,0.0,0.2,0.33299999999999996,0.42700000000000005,0.889,5.2
JUAN,NUNEZ,FC Barcelona,EuroLeague,25.0,15.576666666666668,5.0,2.5,3.4,0.8,0.0,1.3,0.534,0.275,0.65,7.4
NICOLO,MELLI,Fenerbahce Beko Istanbul,EuroLeague,38.0,17.27675438596491,4.9,4.1,1.1,0.6,0.4,0.7,0.619,0.373,0.607,6.8
JOEL,PARRA,FC Barcelona,EuroLeague,31.0,14.97956989247312,4.9,2.8,0.6,0.6,0.1,0.4,0.586,0.239,0.773,5.5
OSCAR,DA SILVA,FC Bayern Munich,EuroLeague,25.0,15.460666666666668,4.8,3.1,0.5,0.5,0.2,0.8,0.652,0.316,0.684,5.6
KOSTAS,PAPANIKOLAOU,Olympiacos Piraeus,EuroLeague,38.0,18.76885964912281,4.8,2.8,2.1,0.6,0.3,0.8,0.574,0.34,0.6920000000000001,6.2
ANDRES,FELIZ,Real Madrid,EuroLeague,33.0,14.193939393939392,4.8,1.8,1.6,0.7,0.1,0.7,0.544,0.292,0.621,4.8
ACHILLE,POLONARA,Virtus Bologna,EuroLeague,33.0,16.242929292929293,4.8,2.8,0.9,0.5,0.4,0.5,0.561,0.276,0.795,6.0
ROKAS,GIEDRAITIS,Crvena Zvezda Meridianbet Belgrade,EuroLeague,34.0,15.800980392156864,4.8,2.0,0.8,0.7,0.1,0.3,0.518,0.353,0.727,5.0
LUCA,VILDOZA,Olympiacos Piraeus,EuroLeague,33.0,17.671212121212122,4.8,1.5,2.7,0.7,0.1,1.0,0.48700000000000004,0.368,0.8240000000000001,5.2
ALEX,ABRINES,FC Barcelona,EuroLeague,37.0,17.006756756756758,4.5,2.1,0.7,0.5,0.1,0.3,0.5,0.379,0.9129999999999999,4.2
YAKUBA,OUATTARA,Paris Basketball,EuroLeague,35.0,14.864285714285714,4.5,1.8,0.3,0.4,0.1,0.5,0.49200000000000005,0.304,1.0,2.6
ARNAS,BUTKEVICIUS,Zalgiris Kaunas,EuroLeague,33.0,22.01313131313131,4.5,3.7,1.2,1.0,0.3,0.7,0.465,0.38,0.743,6.5
VITTO,BROWN,AS Monaco,EuroLeague,23.0,13.681884057971017,4.4,2.5,0.7,0.4,0.2,0.5,0.5,0.27899999999999997,0.8,4.4
DAVID,LIGHTY,LDLC ASVEL Villeurbanne,EuroLeague,33.0,19.44242424242424,4.4,1.8,1.0,0.5,0.1,0.6,0.436,0.406,0.778,3.2
YOUSSOUPHA,FALL,FC Barcelona,EuroLeague,29.0,10.44425287356322,4.4,3.3,0.0,0.1,0.2,0.9,0.701,0.0,0.667,5.2
DANKO,BRANKOVIC,FC Bayern Munich,EuroLeague,26.0,9.12948717948718,4.3,2.2,0.2,0.3,0.5,0.5,0.677,0.25,0.767,4.6
ELIAS,RAPIEQUE,ALBA Berlin,EuroLeague,27.0,15.05493827160494,4.2,2.1,1.3,0.6,0.0,1.0,0.541,0.16699999999999998,0.556,2.6
KHALIFA,DIOP,Baskonia Vitoria-Gasteiz,EuroLeague,32.0,14.4609375,4.1,3.6,0.5,0.3,0.5,0.7,0.629,0.0,0.528,5.8
BRYANT,DUNSTON,Zalgiris Kaunas,EuroLeague,34.0,15.699019607843136,4.1,3.3,0.9,0.5,0.5,0.6,0.624,0.0,0.639,5.4
ELIAS,HARRIS,FC Bayern Munich,EuroLeague,28.0,9.81904761904762,4.1,1.5,0.5,0.1,0.0,0.3,0.65,0.16699999999999998,0.892,4.4
THOMAS,WALKUP,Olympiacos Piraeus,EuroLeague,26.0,20.231410256410257,4.0,2.3,4.6,1.0,0.1,1.5,0.5,0.34,0.615,7.2
USMAN,GARUBA,Real Madrid,EuroLeague,27.0,14.096913580246914,3.9,3.1,0.6,0.6,0.4,0.6,0.655,0.235,0.5,3.8
ISIAHA,MIKE,Partizan Mozzart Bet Belgrade,EuroLeague,23.0,15.357971014492756,3.9,2.4,0.7,0.6,0.1,0.6,0.632,0.256,0.579,4.0
ALEKSEJ,POKUSEVSKI,Partizan Mozzart Bet Belgrade,EuroLeague,27.0,12.784567901234569,3.9,2.2,1.2,0.6,1.0,0.5,0.609,0.295,0.6920000000000001,4.7
DEJAN,DAVIDOVAC,Crvena Zvezda Meridianbet Belgrade,EuroLeague,28.0,12.549404761904762,3.8,1.8,0.5,0.4,0.2,0.3,0.659,0.4,0.821,4.4
TARIK,BLACK,LDLC ASVEL Villeurbanne,EuroLeague,28.0,10.33095238095238,3.7,2.3,0.4,0.1,0.1,1.1,0.6829999999999999,0.0,0.579,3.2
EDWIN,JACKSON,LDLC ASVEL Villeurbanne,EuroLeague,22.0,15.02727272727273,3.6,1.5,0.6,0.2,0.0,0.5,0.462,0.25,1.0,1.8
GIAMPAOLO,RICCI,EA7 Emporio Armani Milan,EuroLeague,32.0,15.1125,3.6,2.5,0.4,0.4,0.2,0.4,0.652,0.44799999999999995,1.0,3.2
ELI,NDIAYE,Real Madrid,EuroLeague,25.0,13.978,3.6,2.4,0.5,0.6,0.1,0.2,0.545,0.341,0.667,4.2
OGNJEN,DOBRIC,Crvena Zvezda Meridianbet Belgrade,EuroLeague,27.0,11.079629629629627,3.5,1.1,0.4,0.5,0.1,0.6,0.605,0.289,0.75,2.3
KHEM,BIRCH,Fenerbahce Beko Istanbul,EuroLeague,36.0,13.665277777777778,3.5,3.7,0.6,0.4,0.4,0.9,0.585,0.0,0.725,5.2
RAYJON,TUCKER,Virtus Bologna,EuroLeague,23.0,9.835507246376812,3.4,1.0,0.3,0.4,0.0,0.8,0.444,0.29600000000000004,0.852,2.9
DYSHAWN,PIERRE,Fenerbahce Beko Istanbul,EuroLeague,25.0,11.550666666666666,3.3,2.0,0.8,0.3,0.2,0.4,0.5,0.36700000000000005,0.941,4.8
BRADY,MANEK,Zalgiris Kaunas,EuroLeague,24.0,8.936111111111112,3.3,1.2,0.3,0.2,0.0,0.3,0.43799999999999994,0.375,0.5,1.9
MATTHEW,MITCHELL,Zalgiris Kaunas,EuroLeague,29.0,14.378160919540228,3.2,2.3,0.9,0.3,0.0,0.8,0.44299999999999995,0.16699999999999998,0.759,2.7
STEFANO,TONUT,EA7 Emporio Armani Milan,EuroLeague,27.0,15.406172839506173,3.2,1.9,1.1,0.3,0.1,0.3,0.556,0.452,0.556,4.5
DEREK,WILLIS,Anadolu Efes Istanbul,EuroLeague,27.0,11.52716049382716,3.1,2.4,0.4,0.4,0.3,0.5,0.5589999999999999,0.314,0.667,4.4
BANDJA,SY,Paris Basketball,EuroLeague,35.0,13.516190476190475,3.1,2.1,0.4,0.4,0.3,0.5,0.5710000000000001,0.45799999999999996,0.625,3.4
IVAN,KHARCHENKOV,FC Bayern Munich,EuroLeague,23.0,7.017391304347826,2.9,0.7,0.5,0.2,0.1,0.9,0.594,0.28600000000000003,0.588,1.2
IOANNIS,PAPAPETROU,Panathinaikos AKTOR Athens,EuroLeague,26.0,10.573717948717947,2.8,1.0,0.4,0.4,0.1,0.5,0.595,0.222,0.5710000000000001,2.3
LEOPOLD,CAVALIERE,Paris Basketball,EuroLeague,36.0,10.934722222222222,2.8,2.7,0.4,0.2,0.0,0.5,0.649,0.4,0.727,3.7
JAKE,COHEN,Maccabi Rapyd Tel Aviv,EuroLeague,23.0,9.506521739130434,2.8,1.5,0.4,0.1,0.0,0.6,0.5710000000000001,0.33299999999999996,1.0,2.6
GUGLIELMO,CARUSO,EA7 Emporio Armani Milan,EuroLeague,22.0,7.782575757575757,2.6,1.5,0.3,0.2,0.5,0.4,0.758,0.0,0.667,2.7
WILLIAM,RAYMAN,Maccabi Rapyd Tel Aviv,EuroLeague,33.0,11.39090909090909,2.6,3.1,0.2,0.2,0.1,0.2,0.4,0.4,0.75,3.3
DANIEL,HACKETT,Virtus Bologna,EuroLeague,31.0,15.51774193548387,2.5,2.0,1.7,0.4,0.0,0.9,0.382,0.361,0.857,2.9
JONAS,MATTISSECK,ALBA Berlin,EuroLeague,29.0,13.328735632183909,2.4,0.8,0.5,0.5,0.0,0.3,0.368,0.23,0.857,0.4
TERRY,TARPEY,AS Monaco,EuroLeague,23.0,11.567391304347826,2.2,2.3,0.4,1.0,0.3,0.0,0.5329999999999999,0.381,0.733,4.0
OGNJEN,JARAMAZ,Baskonia Vitoria-Gasteiz,EuroLeague,22.0,10.112121212121211,2.0,0.5,1.6,0.5,0.0,0.6,0.29,0.231,0.636,1.4
HUGO,GONZALEZ,Real Madrid,EuroLeague,30.0,7.545555555555556,1.9,1.3,0.3,0.1,0.3,0.5,0.35700000000000004,0.33299999999999996,0.688,1.2
PANAGIOTIS,KALAITZAKIS,Panathinaikos AKTOR Athens,EuroLeague,32.0,7.355729166666666,1.8,0.8,0.4,0.5,0.0,0.3,0.552,0.19,0.722,1.3
LEON,KRATZER,Paris Basketball,EuroLeague,27.0,9.522222222222224,0.6,2.4,0.2,0.3,0.3,0.8,0.33299999999999996,0.0,0.6,0.1
